name,common,ra_deg,dec_deg,major_arcmin,type,minor_arcmin,pos_angle,messier
NGC2468,,119.510250,56.359583,1.51,G,0.52,50,
NGC2469,,119.514250,56.680472,0.90,G,0.64,163,
NGC2470,,118.586542,4.459694,1.95,G,0.60,127,
NGC2471,,119.637333,56.776167,,**,,,
NGC2472,,119.674583,56.701306,0.65,G,0.56,14,
NGC2473,,118.895125,56.735806,0.52,G,0.38,80,
NGC2474,,119.495625,52.857278,1.14,G,1.02,130,
NGC2475,,119.501833,52.861694,1.07,G,0.96,68,
NGC2476,,119.188250,39.927889,1.26,G,0.68,143,
NGC2477,,118.040750,-38.533250,18.60,OCl,,,
NGC2479,,118.775292,-17.707806,6.30,OCl,,,
NGC2480,,119.293500,23.779806,1.32,G,0.51,163,
NGC2481,,119.307292,23.767778,1.40,G,0.58,19,
NGC2482,,118.793208,-24.254639,6.60,OCl,,,
NGC2483,,118.911625,-27.886833,3.30,OCl,,,
NGC2484,,119.617125,37.786611,1.69,G,1.04,141,
NGC2485,,119.202750,7.477944,1.57,G,1.46,5,
NGC2486,,119.485375,25.160861,1.49,G,0.85,89,
NGC2487,,119.585250,25.149222,1.73,G,1.39,55,
NGC2488,,120.441583,56.553861,1.45,G,0.83,100,
NGC2489,,119.062250,-30.060833,4.20,OCl,,,
NGC2490,,119.824458,27.077861,0.63,G,0.47,23,
NGC2491,,119.614083,7.983806,0.69,G,0.53,78,
NGC2492,,119.873792,27.026444,1.11,G,0.88,100,
NGC2493,,120.098458,39.830417,1.87,G,1.85,30,
NGC2494,,119.779750,-0.637917,0.97,G,0.80,89,
NGC2495,,120.138125,39.840028,0.55,G,0.32,23,
NGC2496,,119.655625,8.029806,1.86,G,1.48,173,
NGC2497,,120.546375,56.942333,1.58,G,1.36,25,
NGC2498,,119.911875,24.982333,1.04,G,0.67,127,
NGC2499,,119.715458,7.493306,0.86,G,0.60,175,
NGC2500,,120.471708,50.737111,2.47,G,2.34,15,
NGC2501,,119.625167,-14.354278,1.73,G,1.16,120,
NGC2502,,118.964667,-52.306778,2.21,G,1.12,118,
NGC2503,,120.152833,22.400056,0.95,G,0.79,4,
NGC2504,,119.967917,5.608111,0.62,G,0.37,126,
NGC2505,,121.028500,53.549222,1.19,G,0.57,1,
NGC2506,,120.007417,-10.769639,10.80,OCl,,,
NGC2507,,120.405042,15.709750,1.52,G,1.43,60,
NGC2508,,120.488417,8.551889,1.95,G,1.55,126,
NGC2509,,120.199250,-19.050528,4.80,OCl,,,
NGC2510,,120.544500,9.485972,0.97,G,0.67,114,
NGC2511,,120.562542,9.394417,1.04,G,0.57,118,
NGC2512,,120.782708,23.391833,1.35,G,0.78,116,
NGC2513,,120.602792,9.413556,1.91,G,1.43,153,
NGC2514,,120.706833,15.808278,1.20,G,1.13,30,
NGC2515,,120.838708,20.188000,,**,,,
NGC2516,,119.529417,-60.753472,24.30,OCl,,,
NGC2517,,120.696125,-12.317833,1.74,G,1.49,44,
NGC2518,,121.834375,51.131611,1.28,G,1.04,35,
NGC2519,,121.995125,51.128222,,*,,,
NGC2520,,121.242417,-28.146667,9.30,OCl,,,
NGC2521,,122.205708,57.769611,0.96,G,0.54,35,
NGC2522,,121.556000,17.706583,1.15,G,0.33,33,
NGC2523,,123.750375,73.578972,2.79,G,1.78,66,
NGC2523A,,121.035250,74.047778,1.11,G,0.95,80,
NGC2523B,,123.237875,73.563250,1.87,G,0.25,91,
NGC2523C,,124.434542,73.317611,1.49,G,0.87,92,
NGC2524,,122.039958,39.157444,1.47,G,1.03,124,
NGC2525,,121.408500,-11.427028,3.08,G,2.17,71,
NGC2526,,121.744292,8.003944,0.91,G,0.46,137,
NGC2528,,121.853458,39.194472,1.39,G,1.24,86,
NGC2529,,121.954625,17.820833,,Other,,,
NGC2530,,121.981708,17.818500,1.40,G,0.95,171,
NGC2531,,122.004583,17.820611,,Other,,,
NGC2532,,122.563250,33.956639,1.66,G,1.36,26,
NGC2533,,121.767083,-29.883861,4.98,OCl,,,
NGC2534,,123.225625,55.672056,1.40,G,1.30,50,
NGC2535,,122.806208,25.206806,1.93,G,0.94,62,
NGC2536,,122.816333,25.179361,0.73,G,0.45,53,
NGC2537,Bear Claw Nebula,123.311000,45.989806,2.07,G,1.96,165,
NGC2537A,,123.420958,45.993750,0.55,G,0.50,115,
NGC2538,,122.846125,3.633194,1.58,G,1.12,30,
NGC2539,,122.654083,-12.820667,12.30,OCl,,,
NGC2540,,123.193500,26.361778,1.24,G,0.65,123,
NGC2541,,123.667167,49.061722,3.02,G,1.60,170,
NGC2542,,122.818292,-12.927083,,**,,,
NGC2543,,123.241333,36.254639,2.43,G,1.13,52,
NGC2544,,125.418083,73.988361,1.53,G,1.06,67,
NGC2545,,123.559000,21.355472,1.95,G,1.06,169,
NGC2546,,123.065125,-37.594306,16.50,OCl,,,
NGC2547,,122.539542,-49.205667,7.80,OCl,,,
NGC2548,,123.429917,-5.750444,28.20,OCl,,,48
NGC2549,,124.743125,57.803056,3.63,G,0.92,179,
NGC2550,,126.141083,74.012278,0.95,G,0.36,105,
NGC2550A,,127.166417,73.748000,1.60,G,1.33,174,
NGC2551,,126.209500,73.412028,1.57,G,1.09,53,
NGC2552,,124.835542,50.009639,2.99,G,1.61,60,
NGC2553,,124.395833,20.903083,1.11,G,0.67,57,
NGC2554,,124.472875,23.472139,2.04,G,1.31,154,
NGC2555,,124.485042,0.745694,1.85,G,1.39,111,
NGC2556,,124.753542,20.936972,0.62,G,0.40,126,
NGC2557,,124.794792,21.435778,1.08,G,0.87,50,
NGC2558,,124.803167,20.510750,1.43,G,0.92,159,
NGC2559,,124.275292,-27.455833,2.81,G,1.34,7,
NGC2560,,124.966208,20.984972,1.60,G,0.38,92,
NGC2561,,124.904042,4.657222,1.06,G,0.58,142,
NGC2562,,125.098583,21.131472,1.03,G,0.79,1,
NGC2563,,125.148708,21.067806,2.02,G,1.68,79,
NGC2564,,124.625042,-21.816111,1.36,G,0.86,60,
NGC2565,,124.951333,22.031444,1.67,G,0.73,166,
NGC2566,,124.690250,-25.499528,3.98,G,2.75,56,
NGC2567,,124.646583,-30.635611,6.00,OCl,,,
NGC2568,,124.575500,-37.105389,,OCl,,,
NGC2569,,125.338083,20.867500,0.72,G,0.55,118,
NGC2570,,125.343917,20.910556,0.70,G,0.37,71,
NGC2571,,124.734792,-29.749278,7.20,OCl,,,
NGC2572,,125.352625,19.147778,1.22,G,0.52,135,
NGC2573,Polarissima Australis,25.405542,-89.334528,1.92,G,0.74,78,
NGC2573B,,346.886750,-89.116500,1.13,G,0.35,122,
NGC2574,,125.200667,-8.918472,2.17,G,1.08,172,
NGC2575,,125.687333,24.296917,1.37,G,1.08,129,
NGC2576,,125.740417,25.738722,1.61,G,0.30,40,
NGC2577,,125.681042,22.553083,1.55,G,0.88,105,
NGC2578,,125.351125,-13.317861,2.19,G,1.10,83,
NGC2579,,125.221083,-36.217139,3.30,Cl+N,,,
NGC2580,,125.366250,-30.293472,3.00,OCl,,,
NGC2581,,126.128917,18.597083,0.96,G,0.70,4,
NGC2582,,126.300292,20.334750,1.19,G,1.13,135,
NGC2583,,125.783042,-5.002389,0.86,G,0.75,18,
NGC2584,,125.814375,-4.970500,0.99,G,0.54,179,
NGC2585,,125.859500,-4.915222,1.55,G,0.57,119,
NGC2586,,125.880875,-4.951944,,Other,,,
NGC2587,,125.850333,-29.508722,6.00,OCl,,,
NGC2588,,125.789875,-32.975167,3.90,OCl,,,
NGC2589,,126.122792,-8.767917,,Other,,,
NGC2590,,126.258333,-0.591389,2.08,G,0.51,77,
NGC2591,,129.356375,78.026417,2.95,G,0.64,33,
NGC2592,,126.783542,25.970306,1.47,G,1.19,47,
NGC2593,,126.699292,17.374917,0.97,G,0.53,171,
NGC2594,,126.821500,25.878806,0.91,G,0.56,20,
NGC2595,,126.925083,21.479111,1.66,G,1.12,175,
NGC2596,,126.860500,17.284083,1.38,G,0.51,64,
NGC2597,,127.489208,21.501889,,**,,,
NGC2598,,127.510500,21.488667,1.19,G,0.38,3,
NGC2599,,128.047083,22.560556,1.56,G,1.32,108,
NGC2600,,128.687708,52.715694,1.21,G,0.41,72,
NGC2601,,126.377750,-68.117667,1.69,G,1.15,114,
NGC2602,,128.767708,52.831528,0.65,G,0.41,26,
NGC2603,,128.629958,52.840222,0.40,G,0.34,164,
NGC2604,,128.346417,29.538806,1.48,G,1.37,50,
NGC2604B,,128.398583,29.499694,0.56,G,0.23,58,
NGC2605,,128.722125,52.804306,0.45,G,0.35,27,
NGC2606,,128.893500,52.788917,0.87,G,0.45,56,
NGC2607,,128.486083,26.972667,0.84,G,0.80,160,
NGC2608,,128.822208,28.473417,1.95,G,0.95,64,
NGC2609,,127.373542,-61.110222,3.60,OCl,,,
NGC2610,,128.347500,-16.149444,0.63,PN,,,
NGC2611,,128.871542,25.027500,0.80,G,0.26,51,
NGC2612,,128.458750,-13.174528,2.60,G,0.80,117,
NGC2613,,128.345167,-22.973667,7.62,G,1.79,113,
NGC2614,,130.699792,72.976472,2.04,G,1.67,132,
NGC2615,,128.638958,-2.546806,1.20,G,0.82,44,
NGC2616,,128.891958,-1.850139,1.43,G,0.98,147,
NGC2617,,128.911625,-4.088222,1.40,G,1.10,127,
NGC2618,,128.973083,0.707111,2.07,G,0.88,141,
NGC2619,,129.386292,28.705194,1.93,G,1.17,38,
NGC2620,,129.367667,24.946944,2.00,G,0.50,93,
NGC2621,,129.404083,24.999806,0.73,G,0.47,176,
NGC2622,,129.545583,24.895278,0.94,G,0.60,10,
NGC2623,,129.600333,25.754639,2.39,G,0.70,36,
NGC2624,,129.540125,19.725667,0.77,G,0.47,35,
NGC2625,,129.596750,19.716667,0.53,G,0.44,32,
NGC2626,,128.870333,-40.668333,5.00,RfN,5.00,,
NGC2627,,129.312250,-29.950417,5.40,OCl,,,
NGC2628,,130.094625,23.539667,1.04,G,0.93,30,
NGC2629,,131.815917,72.985639,1.97,G,1.42,100,
NGC2630,,131.780417,73.000306,,Other,,,
NGC2631,,131.780417,73.000306,,Other,,,
NGC2632,Beehive,130.092500,19.672056,108.60,OCl,,,44
NGC2633,,132.019083,74.098861,2.31,G,1.45,175,
NGC2634,,132.105792,73.967167,1.72,G,1.66,30,
NGC2634A,,132.158917,73.939278,1.19,G,0.37,67,
NGC2635,,129.608292,-34.771583,5.10,OCl,,,
NGC2636,,132.101792,73.671139,0.34,G,0.34,30,
NGC2637,,130.306208,19.691444,0.51,G,0.43,48,
NGC2638,,130.607375,37.221028,1.66,G,0.59,70,
NGC2639,,130.908667,50.205556,1.61,G,1.21,140,
NGC2640,,129.352583,-55.123750,4.67,G,4.00,104,
NGC2641,,131.989542,72.895778,1.26,G,1.04,178,
NGC2642,,130.184875,-4.121722,1.92,G,1.43,145,
NGC2643,,130.465583,19.702528,0.68,G,0.37,19,
NGC2644,,130.382750,4.980333,1.64,G,0.65,12,
NGC2645,,129.763000,-46.227306,6.60,OCl,,,
NGC2646,,132.591875,73.463083,1.47,G,1.05,47,
NGC2647,,130.679583,19.650611,0.72,G,0.57,50,
NGC2648,,130.665833,14.285611,3.15,G,1.08,151,
NGC2649,,131.034458,34.717250,1.47,G,1.38,60,
NGC2650,,132.493125,70.299444,1.38,G,0.99,82,
NGC2651,,130.979792,11.771000,0.53,G,0.44,124,
NGC2653,,133.731500,78.393556,,**,,,
NGC2654,,132.299458,60.221111,4.45,G,0.89,64,
NGC2655,,133.907208,78.223083,3.93,G,2.06,16,
NGC2656,,131.971125,53.876167,1.31,G,1.18,65,
NGC2657,,131.315875,9.645500,1.28,G,1.09,116,
NGC2658,,130.863917,-32.656222,7.20,OCl,,,
NGC2659,,130.637583,-45.000528,5.10,OCl,,,
NGC2660,,130.658292,-47.200667,3.60,OCl,,,
NGC2661,,131.498083,12.619917,1.48,G,1.35,5,
NGC2662,,131.383458,-15.121250,1.23,G,1.15,10,
NGC2663,,131.284375,-33.794750,3.90,G,2.75,111,
NGC2664,,131.779292,12.605778,6.60,OCl,,,
NGC2665,,131.504125,-19.302889,2.00,G,1.72,55,
NGC2666,,132.445917,44.703667,,OCl,,,
NGC2667,,132.113542,19.019500,1.03,G,0.37,78,
NGC2667B,,132.125708,19.043889,0.85,G,0.28,43,
NGC2668,,132.344000,36.710333,1.23,G,0.66,151,
NGC2669,,131.594042,-52.947528,8.40,OCl,,,
NGC2670,,131.372833,-48.791639,4.20,OCl,,,
NGC2671,,131.549542,-41.877167,5.10,OCl,,,
NGC2672,,132.341208,19.074972,3.20,G,2.87,100,
NGC2673,,132.350583,19.074194,1.23,G,0.81,167,
NGC2674,,132.305042,-14.294222,1.04,G,0.49,65,
NGC2675,,133.020625,53.617306,1.51,G,1.05,83,
NGC2676,,132.898542,47.557667,1.20,G,1.12,175,
NGC2677,,132.505542,19.009778,0.70,G,0.41,169,
NGC2678,,132.511458,11.338111,10.00,OCl,10.00,0,
NGC2679,,132.887250,30.865361,1.85,G,1.85,165,
NGC2680,,132.889542,30.865806,0.16,**,0.11,,
NGC2681,,133.386417,51.313667,3.97,G,3.97,70,
NGC2682,,132.833875,11.811944,33.00,OCl,,,67
NGC2683,,133.172208,33.421750,9.48,G,2.70,44,
NGC2684,,133.725167,49.160389,1.10,G,0.84,49,
NGC2685,Helix Galaxy,133.894625,58.734389,4.33,G,2.31,38,
NGC2686,,133.749167,49.142361,1.60,GPair,,,
NGC2686A,,133.745458,49.142333,0.88,G,0.51,71,
NGC2686B,,133.752458,49.142444,0.48,G,0.35,63,
NGC2687,,133.772917,49.155917,1.30,GPair,,,
NGC2687A,,133.770917,49.156500,0.23,G,0.11,,
NGC2687B,,133.775167,49.156111,0.69,G,0.39,28,
NGC2688,,133.798292,49.122611,0.47,G,0.36,87,
NGC2689,,133.855875,49.115472,0.41,G,0.30,99,
NGC2690,,133.158458,-2.603222,1.70,G,0.39,20,
NGC2691,,133.693083,39.538667,1.26,G,0.90,166,
NGC2692,,134.241708,52.065944,1.25,G,0.55,163,
NGC2693,,134.246958,51.347444,2.00,G,1.37,158,
NGC2694,,134.246917,51.331972,0.81,G,0.50,177,
NGC2695,,133.612792,-3.067028,1.63,G,1.45,161,
NGC2696,,132.675208,-5.009778,1.03,G,0.95,25,
NGC2697,,133.747500,-2.987611,1.63,G,0.96,123,
NGC2698,,133.902125,-3.183944,1.47,G,0.53,96,
NGC2699,,133.953333,-3.127583,1.41,G,0.76,40,
NGC2700,,133.960750,-3.116389,,*,,,
NGC2701,,134.773917,53.771667,1.94,G,1.30,25,
NGC2702,,133.977667,-3.065333,,*,,,
NGC2703,,133.946375,-3.306917,,**,,,
NGC2704,,134.198708,39.382194,1.04,G,1.01,120,
NGC2705,,134.000208,-3.014889,,*,,,
NGC2706,,134.051292,-2.563444,1.67,G,0.57,168,
NGC2707,,134.023667,-3.066417,,*,,,
NGC2708,,134.033542,-3.360111,2.93,G,1.06,18,
NGC2709,,134.053583,-3.243222,0.79,G,0.65,95,
NGC2710,,134.951458,55.706389,2.02,G,0.97,119,
NGC2711,,134.348333,17.288028,0.56,G,0.38,158,
NGC2712,,134.876958,44.913889,2.93,G,1.59,1,
NGC2713,,134.335458,2.921306,3.37,G,1.15,106,
NGC2714,,133.374250,-59.217111,1.37,G,1.18,50,
NGC2715,,137.025833,78.085167,4.20,G,1.41,20,
NGC2716,,134.399500,3.090222,1.63,G,1.14,45,
NGC2717,,134.254667,-24.673750,2.03,G,1.69,12,
NGC2718,,134.710292,6.293000,1.72,G,1.09,152,
NGC2719,,135.064417,35.727639,1.17,G,0.30,132,
NGC2719A,,135.066417,35.720139,0.49,G,0.40,150,
NGC2720,,134.783583,11.149222,1.26,G,1.11,40,
NGC2721,,134.735500,-4.901944,1.85,G,1.33,164,
NGC2722,,134.692375,-3.710111,1.83,G,0.95,80,
NGC2723,,135.059833,3.177750,1.14,G,1.04,65,
NGC2724,,135.257583,35.762056,1.20,G,0.68,175,
NGC2725,,135.263417,11.098389,0.67,G,0.58,14,
NGC2726,,136.236542,59.932917,1.53,G,0.46,87,
NGC2728,,135.420542,11.082972,0.98,G,0.63,55,
NGC2729,,135.369250,3.720611,1.06,G,0.64,1,
NGC2730,,135.565958,16.838306,1.45,G,0.95,72,
NGC2731,,135.535042,8.301667,0.72,G,0.49,72,
NGC2732,,138.353042,79.187333,1.81,G,0.71,66,
NGC2734,,135.756708,16.863611,0.92,G,0.78,88,
NGC2735,,135.661000,25.934528,1.42,G,0.53,96,
NGC2735A,,135.674458,25.938389,0.30,G,0.27,52,
NGC2736,Pencil Nebula,135.070583,-45.948056,30.00,HII,7.00,,
NGC2737,,135.998833,21.906556,0.95,G,0.38,61,
NGC2738,,136.001875,21.967611,1.36,G,0.62,53,
NGC2739,,136.511792,51.744694,0.86,G,0.35,93,
NGC2740,,136.520792,51.735306,0.73,G,0.61,52,
NGC2741,,135.818750,18.261083,0.67,G,0.44,77,
NGC2742,,136.889708,60.479333,2.86,G,1.49,87,
NGC2742A,,137.491958,62.247361,1.57,G,0.67,89,
NGC2743,,136.225250,25.003917,1.10,G,0.75,99,
NGC2744,,136.162083,18.460278,1.20,GPair,,,
NGC2744 NED01,,136.161250,18.456111,0.27,G,0.17,44,
NGC2744 NED02,,136.162500,18.464444,1.66,G,0.81,114,
NGC2745,,136.163875,18.257361,0.60,G,0.50,170,
NGC2746,,136.497667,35.377389,1.57,G,1.31,51,
NGC2747,,136.326417,18.442194,0.56,G,0.35,172,
NGC2748,,138.429250,76.475333,2.60,G,1.11,39,
NGC2749,,136.338833,18.313111,1.92,G,1.77,65,
NGC2750,,136.449625,25.437417,2.03,G,1.46,82,
NGC2751,,136.385000,18.262306,0.87,G,0.48,134,
NGC2752,,136.429292,18.339722,1.74,G,0.33,61,
NGC2753,,136.784417,25.342472,0.55,G,0.34,17,
NGC2754,,136.296708,-19.084861,0.78,G,0.68,140,
NGC2755,,136.992958,41.708944,1.15,G,0.76,127,
NGC2756,,137.253875,53.849528,1.50,G,1.00,0,
NGC2757,,136.357333,-19.047806,,Other,,,
NGC2758,,136.380000,-19.042778,1.87,G,0.41,18,
NGC2759,,137.155375,37.621611,1.27,G,0.90,49,
NGC2760,,141.054333,76.531278,1.21,G,0.27,100,
NGC2761,,136.878458,18.434750,0.76,G,0.43,164,
NGC2762,,137.477208,50.418250,0.51,G,0.36,180,
NGC2763,,136.704375,-15.499778,2.43,G,1.88,136,
NGC2764,,137.072792,21.443333,1.15,G,0.67,18,
NGC2765,,136.902667,3.392917,2.74,G,0.93,105,
NGC2766,,137.198083,29.864778,1.20,G,0.53,129,
NGC2767,,137.549500,50.401306,0.72,G,0.63,167,
NGC2768,,137.906250,60.037222,5.64,G,2.24,93,
NGC2769,,137.634000,50.433278,1.61,G,0.37,145,
NGC2770,,137.390458,33.123528,3.45,G,0.81,146,
NGC2771,,137.665250,50.379861,1.73,G,1.49,42,
NGC2772,,136.924458,-23.621417,1.71,G,1.07,170,
NGC2773,,137.434125,7.173694,0.65,G,0.29,84,
NGC2774,,137.666333,18.696583,1.19,G,1.17,60,
NGC2775,,137.583833,7.037944,4.25,G,3.36,159,
NGC2776,,138.060458,44.954833,2.14,G,0.91,111,
NGC2777,,137.674292,7.206694,0.76,G,0.59,169,
NGC2778,,138.101542,35.027528,1.30,G,0.98,46,
NGC2779,,138.117875,35.053750,0.72,G,0.61,25,
NGC2780,,138.184875,34.925583,1.06,G,0.77,147,
NGC2781,,137.864667,-14.816833,2.52,G,1.26,78,
NGC2782,,138.521292,40.113694,3.25,G,2.41,20,
NGC2783,,138.414417,29.992972,1.98,G,1.10,165,
NGC2783B,,138.388125,30.000139,1.45,G,0.28,76,
NGC2784,,138.081250,-24.172611,4.82,G,1.85,73,
NGC2785,,138.814125,40.917528,1.44,G,0.58,120,
NGC2786,,138.398292,12.440806,0.83,G,0.59,77,
NGC2787,,139.827500,69.203250,3.24,G,1.81,114,
NGC2788,,137.262667,-67.932472,1.67,G,0.39,116,
NGC2788A,,135.664333,-68.226833,2.51,G,0.49,55,
NGC2788B,,135.898750,-67.969806,1.55,G,0.56,164,
NGC2789,,138.748583,29.730278,1.15,G,0.96,36,
NGC2790,,138.761583,19.697111,0.60,G,0.55,65,
NGC2791,,138.758292,17.592222,0.89,G,0.32,160,
NGC2792,,138.110708,-42.427500,0.22,PN,,,
NGC2793,,139.197125,34.429806,1.12,G,0.93,,
NGC2794,,139.007458,17.589833,1.22,G,0.93,57,
NGC2795,,139.016333,17.628361,1.19,G,1.02,166,
NGC2796,,139.174375,30.915417,1.21,G,0.85,77,
NGC2797,,139.090375,17.727222,0.66,G,0.58,28,
NGC2798,,139.344958,41.999722,2.43,G,0.83,154,
NGC2799,,139.379292,41.994083,1.76,G,0.47,122,
NGC2800,,139.646750,52.514472,1.42,G,0.87,17,
NGC2801,,139.184125,19.935722,0.96,G,0.78,51,
NGC2802,,139.172625,18.963472,1.10,G,0.56,132,
NGC2803,,139.182792,18.954583,0.98,G,0.72,138,
NGC2804,,139.208375,20.198500,1.39,G,1.24,56,
NGC2805,,140.085042,64.102778,3.39,G,2.76,154,
NGC2806,,139.236625,20.070611,,*,,,
NGC2807,,139.245833,20.032222,1.50,GPair,,,
NGC2807A,,139.240333,20.029056,0.56,G,0.36,81,
NGC2807B,,139.252750,20.036500,0.82,G,0.60,165,
NGC2808,,138.010583,-64.862833,9.00,GCl,,,
NGC2809,,139.278833,20.069694,1.24,G,1.08,162,
NGC2810,,140.518750,71.844028,1.69,G,1.69,130,
NGC2811,,139.046292,-16.312722,3.05,G,1.03,20,
NGC2812,,139.419958,19.918889,0.75,G,0.23,154,
NGC2813,,139.439375,19.906611,1.02,G,0.82,146,
NGC2814,,140.297833,64.253194,1.05,G,0.23,179,
NGC2815,,139.082292,-23.633250,3.51,G,1.41,13,
NGC2817,,139.293875,-4.752111,1.37,G,1.27,0,
NGC2818,,139.006250,-36.626944,0.83,PN,,,
NGC2818A,,139.025542,-36.626917,6.90,Cl+N,,,
NGC2819,,139.538708,16.198111,1.44,G,1.08,57,
NGC2820,,140.439917,64.257944,3.75,G,0.35,61,
NGC2820A,,140.375292,64.238722,0.47,G,0.16,9,
NGC2821,,139.199917,-26.816278,2.10,G,0.44,103,
NGC2822,,138.457167,-69.644833,3.96,G,2.72,94,
NGC2823,,139.822750,34.008167,1.03,G,0.62,32,
NGC2824,,139.759292,26.269972,0.97,G,0.57,159,
NGC2825,,139.843500,33.742778,1.10,G,0.55,86,
NGC2826,,139.850708,33.624000,1.47,G,0.22,141,
NGC2827,,139.829208,33.880806,1.02,G,0.38,5,
NGC2828,,139.895125,33.888083,0.72,G,0.44,44,
NGC2829,,139.877917,33.648333,0.60,GPair,,,
NGC2829 NED01,,139.876292,33.648472,0.48,G,0.38,30,
NGC2829 NED02,,139.879750,33.647778,0.40,G,0.30,176,
NGC2830,,139.922542,33.738139,1.24,G,0.24,112,
NGC2831,,139.939542,33.745000,0.89,G,0.66,2,
NGC2832,,139.945250,33.749750,3.20,G,2.07,172,
NGC2833,,139.991083,33.927444,1.14,G,0.54,165,
NGC2834,,140.010500,33.710472,0.83,G,0.66,57,
NGC2835,,139.470458,-22.354667,6.43,G,3.72,179,
NGC2836,,138.435833,-69.334750,1.66,G,0.59,111,
NGC2837,,139.597375,-16.481722,,**,,,
NGC2838,,140.179333,39.315750,1.28,G,1.08,123,
NGC2839,,140.151375,33.650667,1.23,G,1.17,165,
NGC2840,,140.219667,35.368278,1.05,G,0.89,107,
NGC2841,,140.510958,50.976528,6.90,G,3.31,147,
NGC2842,,138.901792,-63.069639,2.25,G,1.63,107,
NGC2843,,140.119917,18.926222,0.47,G,0.26,65,
NGC2844,,140.450042,40.151250,1.77,G,0.82,11,
NGC2845,,139.652958,-38.010083,1.87,G,1.30,69,
NGC2846,,139.918625,-14.676278,,**,,,
NGC2847,,140.035542,-16.518306,,HII,,,
NGC2848,,140.040958,-16.526056,2.69,G,2.02,29,
NGC2849,,139.845292,-40.520389,2.40,OCl,,,
NGC2850,,140.237542,-4.940083,0.90,G,0.64,17,
NGC2851,,140.125958,-16.495278,1.43,G,0.53,8,
NGC2852,,140.810792,40.163806,0.94,G,0.89,140,
NGC2853,,140.822208,40.200056,1.67,G,0.96,25,
NGC2854,,141.012958,49.204139,1.28,G,0.56,52,
NGC2855,,140.364542,-11.909500,3.45,G,1.85,120,
NGC2856,,141.066708,49.249194,1.22,G,0.58,132,
NGC2857,,141.157167,49.357056,1.89,G,1.51,90,
NGC2858,,140.729208,3.156944,1.76,G,0.84,116,
NGC2859,,141.077208,34.513500,3.19,G,2.78,85,
NGC2860,,141.221708,41.060194,1.31,G,0.57,95,
NGC2861,,140.902083,2.136472,1.28,G,1.17,50,
NGC2862,,141.229625,26.774667,2.64,G,0.50,115,
NGC2863,,140.902333,-10.433222,1.37,G,1.18,170,
NGC2864,,141.064125,5.941167,0.71,G,0.47,4,
NGC2865,,140.875875,-23.161444,2.44,G,2.03,155,
NGC2866,,140.521000,-51.102611,2.70,OCl,,,
NGC2867,,140.354042,-58.311667,0.23,PN,,,
NGC2868,,140.863417,-10.429500,1.14,G,0.57,70,
NGC2870,,141.973917,57.375500,2.44,G,0.66,121,
NGC2871,,141.414750,11.444333,,*,,,
NGC2872,,141.427250,11.432139,1.75,G,1.55,161,
NGC2873,,141.452083,11.454222,0.73,G,0.41,118,
NGC2874,,141.447208,11.424583,2.04,G,0.68,38,
NGC2875,,141.453375,11.431639,,Other,,,
NGC2876,,141.307375,-6.716583,1.73,G,0.98,91,
NGC2877,,141.445750,2.229111,0.67,G,0.64,165,
NGC2878,,141.447750,2.089611,1.04,G,0.37,173,
NGC2879,,141.343833,-11.651500,,Other,,,
NGC2880,,142.394000,62.490556,2.33,G,1.40,142,
NGC2881,,141.475833,-11.993889,1.20,GPair,,,
NGC2881 NED01,,141.473958,-11.992139,0.67,G,0.32,51,
NGC2881 NED02,,141.477875,-11.995528,1.17,G,0.63,167,
NGC2882,,141.650583,7.954472,1.49,G,0.75,84,
NGC2883,,141.326750,-34.103250,2.02,G,0.80,178,
NGC2884,,141.601875,-11.555583,2.16,G,0.76,173,
NGC2885,,141.827125,23.020111,1.26,G,0.82,79,
NGC2886,,141.661250,-21.737806,,Other,,,
NGC2887,,140.850208,-63.812556,2.55,G,1.63,80,
NGC2888,,141.581958,-28.035083,1.96,G,1.49,155,
NGC2889,,141.802458,-11.643417,1.95,G,1.75,26,
NGC2890,,141.624333,-14.528694,0.87,G,0.25,69,
NGC2891,,141.735958,-24.783028,1.60,G,1.52,0,
NGC2892,,143.220542,67.617389,1.40,G,1.40,0,
NGC2893,,142.570667,29.539972,1.02,G,0.82,83,
NGC2894,,142.376000,7.718833,1.90,G,0.96,29,
NGC2895,,143.104375,57.482889,0.91,G,0.80,65,
NGC2896,,142.570708,23.663056,1.20,G,1.20,90,
NGC2897,,142.440500,2.206806,0.84,G,0.62,177,
NGC2898,,142.443083,2.064361,1.04,G,0.67,124,
NGC2899,,141.762333,-56.106028,1.50,PN,,,
NGC2900,,142.563292,4.144222,0.99,G,0.78,86,
NGC2901,,143.142708,31.111694,,Other,,,
NGC2902,,142.720375,-14.735778,1.72,G,1.41,22,
NGC2903,,143.042125,21.500833,11.94,G,5.28,22,
NGC2904,,142.570833,-30.385028,1.47,G,1.09,89,
NGC2906,,143.025917,8.441778,1.36,G,0.81,71,
NGC2907,,142.903000,-16.734667,2.82,G,2.06,112,
NGC2908,,145.881042,79.701250,0.74,G,0.52,145,
NGC2909,,144.249583,65.940556,,**,,,
NGC2910,,142.620917,-52.914000,4.80,OCl,,,
NGC2911,,143.442125,10.152444,3.46,G,2.13,135,
NGC2912,,143.487000,10.192222,,*,,,
NGC2913,,143.511333,9.479194,1.12,G,0.69,132,
